#Classification	D1	D2	D3	D4	D5	P1	P2	P3	P4	P5
Corallococcus coralloides	16	39	3	1	21	289	143	26	83	754
Corallococcus macrosporus	59	7	23	2	31	271	31	50	30	165
Corallococcus sp. NCRR	52	4	11	0	38	101	11	8	42	109
Corallococcus sp. EGB	52	2	7	0	29	272	15	35	27	183
Haliovirga abyssi	91	2	3	0	31	93	33	13	22	50
Sneathia vaginalis	5	6	0	0	48	221	1180	12	1715	281
Pseudoleptotrichia goodfellowii	6	9	2	0	16	79	181	2	122	55
Sebaldella termitidis	18	23	11	5	26	13414	12263	18	887	8949
Streptobacillus moniliformis	26	7	1	1	26	171	1695	36	1486	112
Leptotrichia hofstadii	2	1	0	0	6	35	224	4	149	14
Leptotrichia hongkongensis	10	1	0	1	9	38	8	2	11	21
Leptotrichia trevisanii	16	9	1	1	18	115	849	8	771	41
Leptotrichia wadei	22	5	1	0	14	136	479	12	469	63
Leptotrichia shahii	23	10	2	0	37	26	9	5	9	21
Leptotrichia buccalis	35	4	2	0	38	63	4	29	11	36
Leptotrichia sp. oral taxon 498	3	11	0	0	1	15	4	5	6	10
Leptotrichia sp. oral taxon 212	6	2	0	0	4	39	17	21	10	47
Leptotrichia sp. HMT-225	7	3	0	0	18	67	510	25	391	40
Leptotrichia sp. oral taxon 218	7	3	0	0	1	39	392	3	377	17
Leptotrichia sp. oral taxon 221	13	2	0	0	10	49	37	16	6	59
Leptotrichia sp. oral taxon 847	29	4	0	0	31	39	273	1	238	48
Cetobacterium somerae	50	5	0	0	26	100	77	20	27	157
Ilyobacter polytropus	1	3	1	0	7	61	57	12	27	32
uncultured Ilyobacter sp.	44	27	4	0	64	1216	68	97	39	596
Fusobacterium gonidiaformans	4	15	0	0	1	30	2	2	7	26
Fusobacterium periodonticum	8	1	0	1	17	11	4	8	2	4
Fusobacterium gastrosuis	9	4	0	0	4	60	29	7	12	58
Fusobacterium necrophorum	9	11	0	0	31	82	215	9	28	49
Fusobacterium nucleatum	11	7	4	0	36	173	70	20	24	164
Fusobacterium canifelinum	13	1	0	0	3	48	9	2	18	17
Fusobacterium mortiferum	17	14	0	1	13	258	8509	5	78	145
Fusobacterium hwasookii	19	7	3	0	15	114	759	14	647	46
Fusobacterium polymorphum	19	6	0	0	7	99	25	7	8	75
Fusobacterium vincentii	25	5	1	0	29	50	740	16	184	15
Fusobacterium varium	27	21	0	3	53	163	28	18	17	172
Fusobacterium pseudoperiodonticum	48	23	1	0	29	186	62	48	41	115
Fusobacterium animalis	48	2	1	1	21	168	246	18	177	94
Fusobacterium ulcerans	76	22	1	2	52	1789	4193	64	6863	132
Fusobacterium hominis	88	1	3	0	45	126	789	15	637	189
Fusobacterium sp. oral taxon 203	1789	278	83	0	1008	1054	5	87	6	347
Hippea maritima	9	0	1	0	3	43	3	1	3	8
Nitratiruptor sp. YY09-18	0	0	0	0	0	9	43	2	45	2
Nitratiruptor tergarcus	1	1	1	0	7	12	15	0	1	29
Nitratiruptor sp. SB155-2	2	0	0	0	3	7	0	0	1	2
Nitrosophilus alvini	3	4	0	0	10	47	1	4	3	19
Nitrosophilus kaiyonis	8	2	1	0	22	101	14	16	6	52
Nitrosophilus labii	8	1	0	0	8	25	10	4	17	15
Caminibacter pacificus	2	2	2	0	2	39	12	3	4	41
Caminibacter mediatlanticus	16	3	6	0	12	41	15	21	11	29
Nautilia sp. PV-1	18	0	3	0	28	69	4	6	5	15
Nautilia profundicola	26	0	2	0	16	48	9	23	6	14
Hydrogenimonas cancrithermarum	1	2	0	0	0	7	4	20	2	6
Hydrogenimonas urashimensis	1	0	0	0	2	20	1	0	16	7
Hydrogenimonas thermophila	5	4	0	0	2	100	578	10	515	34
Nitratifractor salsuginis	8	3	0	0	7	43	3	6	3	16
Sulfurovum lithotrophicum	0	0	0	0	2	16	39	2	37	15
Sulfurovum sp. NBC37-1	0	2	0	0	3	8	0	0	2	7
Sulfurovum sp. XGS-02	2	2	0	1	4	20	1	3	5	7
Sulfurovum mangrovi	3	1	0	0	6	24	0	3	3	4
Sulfurovum indicum	8	14	4	0	13	7	2	1	2	121
Sulfurospirillum sp. 'SP'	0	0	0	0	0	10	9	0	2	21
Sulfurospirillum sp. UCH001	0	0	0	0	2	16	2	0	3	7
Sulfurospirillum cavolei	1	1	0	0	2	17	2	2	5	14
Sulfurospirillum halorespirans	1	8	1	0	226	268	18	3	949	485
Sulfurospirillum deleyianum	1	3	0	0	0	26	1	2	4	9
Sulfurospirillum barnesii	2	1	0	0	0	17	1	1	2	11
Sulfurospirillum diekertiae	6	3	0	0	6	68	8	6	12	25
Sulfurospirillum multivorans	19	1	0	0	2	3	4	2	2	11
Candidatus Sulfuricurvum sp. RIFRC-1	1	0	0	0	1	16	1	2	9	17
Sulfuricurvum kujiense	3	0	6	0	6	22	4	1	11	25
Sulfurimonas sp. HSL-3221	0	0	2	0	0	23	4	3	2	17
Sulfurimonas xiamenensis	0	1	0	0	0	12	0	0	2	4
Candidatus Sulfurimonas marisnigri	1	0	0	0	3	40	1	7	4	16
Sulfurimonas paralvinellae	1	1	0	0	3	39	1	1	7	15
Sulfurimonas sediminis	2	0	1	0	0	18	4	2	5	9
Sulfurimonas hydrogeniphila	2	0	0	0	3	48	12	5	3	19
Sulfurimonas lithotrophica	3	4	0	0	4	47	3	7	4	19
Candidatus Sulfurimonas baltica	4	3	0	0	4	54	45	15	27	21
Sulfurimonas marina	4	1	1	0	4	39	484	10	443	16
Sulfurimonas gotlandica	5	4	1	0	14	63	341	9	318	157
uncultured Sulfurimonas sp.	5	2	0	0	3	50	212	3	220	31
Sulfurimonas autotrophica	5	1	0	0	11	52	302	39	224	21
Sulfurimonas aquatica	12	3	0	0	24	40	85	14	90	15
Sulfurimonas sp. CVO	1	0	0	0	2	6	2	0	0	4
Sulfurimonas sp.	3	0	0	0	7	71	149	8	67	47
Sulfurimonas sp. SWIR-19	9	3	10	0	5	17	4	3	1	4
Sulfurimonas denitrificans	68	3	5	1	32	49	185	6	196	10
Wolinella succinogenes	0	0	0	0	2	22	0	5	4	17
Helicobacter canis	0	0	0	0	0	9	0	2	0	1
Helicobacter hepaticus	0	0	0	0	2	29	17	3	38	27
Helicobacter suis	0	0	0	0	3	23	0	1	2	71
Helicobacter sp. NHP19-003	0	0	0	0	1	7	2	0	2	4
Helicobacter acinonychis	1	1	1	0	3	46	0	3	1	12
Helicobacter cholecystus	1	0	0	0	1	31	6	5	3	25
Helicobacter himalayensis	1	0	0	0	1	20	1	1	2	10
Helicobacter apodemus	2	0	0	0	0	32	2	0	2	14
Helicobacter winghamensis	2	1	0	0	2	32	124	2	42	9
Helicobacter typhlonius	2	0	0	0	7	19	0	0	1	5
Helicobacter bizzozeronii	2	1	0	0	1	7	3	1	1	11
Helicobacter felis	2	0	0	0	0	16	2	3	1	11
Helicobacter mustelae	2	0	0	0	1	23	7	46	1	3
Helicobacter enhydrae	3	2	0	0	0	9	14	2	1	23
Helicobacter sp. NHP21005	1	0	0	0	2	8	1	0	2	5
Helicobacter sp. NHP19-012	3	0	0	0	1	7	0	2	0	1
Helicobacter cinaedi	4	2	1	0	5	41	15	7	8	30
Helicobacter bilis	4	0	0	0	1	44	269	4	220	13
Helicobacter pullorum	9	0	0	0	12	21	0	4	4	22
Helicobacter canadensis	16	0	0	0	9	21	7	4	4	24
Helicobacter cetorum	23	5	0	0	16	45	1	10	4	20
Helicobacter heilmannii	53	7	4	1	25	392	10	49	21	192
Helicobacter pylori	95	31	6	1	81	498	80	54	96	263
Campylobacter sp. CFSAN093227	0	0	0	0	0	0	0	0	0	1
Campylobacter sp. CN NE2	0	0	0	0	1	7	0	1	0	3
Campylobacter avium	0	1	0	0	1	25	306	2	446	24
Campylobacter sp. RM16192	0	1	1	0	13	23	5	0	7	9
Campylobacter sp. CS NA3	0	1	0	0	2	9	3	0	1	3
Campylobacter mucosalis	1	2	0	0	1	23	0	1	2	9
Campylobacter rectus	1	0	0	0	0	8	3	1	0	2
Campylobacter showae	2	0	2	0	5	64	19	3	10	23
Candidatus Campylobacter infans	2	1	0	0	2	13	7	2	5	10
Campylobacter vulpis	2	0	0	0	2	15	1	4	2	14
Campylobacter gracilis	3	0	2	0	0	8	4	1	4	4
Campylobacter helveticus	3	1	0	0	6	36	4	2	3	10
Campylobacter cuniculorum	3	3	0	0	4	33	31	6	44	14
Campylobacter peloridis	3	3	0	0	7	21	12	11	6	23
Campylobacter armoricus	3	2	0	0	4	19	7	9	3	9
Campylobacter subantarcticus	4	6	0	2	11	19	7	9	4	10
Campylobacter ornithocola	4	6	0	0	16	26	5	3	0	17
Campylobacter upsaliensis	4	0	0	0	3	40	2	1	7	12
Campylobacter iguaniorum	5	2	0	0	1	34	98	6	93	17
Campylobacter canadensis	6	3	0	0	14	60	130	5	120	53
Campylobacter curvus	6	0	1	0	6	14	8	6	2	8
Campylobacter pinnipediorum	6	7	0	0	15	125	260	59	186	65
Campylobacter hepaticus	7	1	2	0	6	63	555	61	419	22
Campylobacter blaseri	8	1	0	0	6	67	218	6	151	41
Campylobacter hyointestinalis	10	3	0	0	9	59	40	11	30	44
Campylobacter coli	11	9	1	0	4	85	15	6	20	48
Campylobacter volucris	12	3	0	0	19	27	15	3	5	38
Campylobacter corcagiensis	12	4	0	0	7	139	480	7	378	48
Campylobacter geochelonis	15	1	1	0	14	31	3	2	6	18
Campylobacter ureolyticus	17	4	0	1	15	108	184	16	136	47
Campylobacter insulaenigrae	19	10	3	0	13	151	8	10	5	61
Campylobacter fetus	21	3	1	0	36	136	135	14	94	74
Campylobacter hominis	22	1	0	0	27	78	319	12	264	18
Campylobacter concisus	22	6	2	1	24	218	1236	10	781	71
Campylobacter sputorum	23	18	0	0	11	348	9707	55	305	50
Campylobacter lanienae	23	4	0	0	25	29	9	1	2	15
Campylobacter jejuni	28	12	1	0	13	217	409	44	426	127
Campylobacter lari	42	7	6	0	39	120	362	14	34	52
Campylobacter novaezeelandiae	55	0	0	0	3	13	12	4	9	36
Campylobacter sp. RM16704	1	1	0	0	1	17	215	1	231	3
Campylobacter sp. RM6137	1	6	0	0	6	18	3	4	3	16
Campylobacter sp. CCUG 57310	1	8	0	0	2	19	3	0	3	5
Campylobacter sp. RM8964	1	0	0	0	2	17	0	0	3	1
Campylobacter sp. RM12175	2	0	0	0	0	12	1	0	6	8
Campylobacter sp. VBCF 01 NA2	2	1	0	0	0	12	1	5	3	10
Campylobacter sp. RM10537	2	1	0	0	5	45	10	15	47	58
Campylobacter sp. RM6914	3	0	1	0	5	53	3	5	10	15
Campylobacter sp. RM16187	11	0	0	0	5	25	4	0	3	11
Campylobacter sp. RM5004	12	0	1	0	15	53	82	6	36	130
Campylobacter sp. 19-13652	12	0	1	0	19	9	0	1	5	4
Campylobacter sp. RM12651	13	4	0	0	7	80	533	26	353	83
Campylobacter sp. 2014D-0216	14	2	0	0	1	12	0	3	1	5
Poseidonibacter parvus	2	0	0	0	23	18	12	5	6	23
Poseidonibacter lekithochrous	58	11	1	1	33	441	309	81	273	166
Halarcobacter anaerophilus	1	3	0	0	11	54	3	8	40	40
Halarcobacter ebronensis	19	9	1	0	17	111	59	7	39	57
Halarcobacter bivalviorum	20	5	1	0	37	135	766	11	737	61
Halarcobacter sp.	32	11	1	2	40	227	287	45	275	102
Aliarcobacter trophiarum	3	0	1	0	6	65	25	4	17	54
Aliarcobacter lanthieri	4	4	0	1	21	60	20	6	8	59
Aliarcobacter thereius	5	15	1	0	6	81	722	30	696	51
Aliarcobacter faecis	14	13	1	0	28	151	1531	7	1459	34
Aliarcobacter skirrowii	38	61	0	0	15	63	29	16	6	68
Aliarcobacter cibarius	45	6	8	0	65	104	32	78	10	42
Aliarcobacter cryaerophilus	51	11	3	1	27	245	234	73	125	180
Aliarcobacter butzleri	52	11	0	0	37	239	454	24	334	119
Arcobacter peruensis	1	3	0	0	3	49	1	8	4	23
Arcobacter defluvii	2	3	0	0	2	28	3	2	7	12
Arcobacter acticola	8	2	2	1	18	68	15	11	14	23
Arcobacter porcinus	9	3	0	0	9	145	7	6	6	53
Arcobacter suis	9	7	0	0	18	68	357	1	316	37
Arcobacter sp. L	4	1	0	0	1	22	6	0	2	20
Arcobacter sp. FWKO B	6	0	0	0	3	77	250	9	149	35
Arcobacter nitrofigilis	12	9	0	0	10	132	259	12	261	68
Arcobacter cloacae	18	3	0	0	6	43	24	49	9	49
Arcobacter aquimarinus	20	3	2	0	8	51	230	14	243	35
Arcobacter venerupis	29	27	2	0	29	101	662	12	523	54
Arcobacter roscoffensis	46	3	5	0	36	105	182	90	205	50
Arcobacter ellisii	63	3	0	0	16	157	1488	33	1406	39
Malaciobacter marinus	2	8	0	0	29	114	226	8	372	143
Malaciobacter halophilus	7	7	0	2	14	118	50	13	40	73
Malaciobacter pacificus	8	14	1	0	11	92	15	38	12	49
Malaciobacter molluscorum	24	5	2	0	25	109	678	12	45	82
Malaciobacter canalis	29	5	0	0	20	140	1158	17	972	27
Malaciobacter mytili	1077	3	1	0	46	167	346	22	321	61
Candidatus Velamenicoccus archaeovorus	2	3	0	0	3	10	5	2	16	12
Lentisphaera profundi	11	0	0	0	6	75	3	9	12	26
Tichowtungia aerotolerans	2	0	0	0	3	27	2	0	1	12
Kiritimatiella glycovorans	9	2	3	0	5	17	7	2	7	17
Candidatus Xiphinematobacter sp. Idaho Grape	0	0	0	0	0	5	1	1	2	0
Methylacidimicrobium sp. B4	1	1	0	0	4	16	4	0	4	7
Methylacidimicrobium sp. AP8	3	0	0	0	2	64	1	6	8	21
Methylacidiphilum caldifontis	0	0	0	0	3	13	0	1	2	2
Candidatus Methylacidiphilum fumarolicum	2	0	1	0	1	21	1	0	5	13
Methylacidiphilum kamchatkense	4	1	1	0	7	14	1	0	0	9
Candidatus Methylacidiphilum infernorum	12	0	13	0	21	16	1	7	0	13
Candidatus Pelagisphaera phototrophica	0	1	0	0	1	34	505	1	402	13
Ruficoccus sp. ZRK36	1	0	0	1	4	27	1	2	4	13
Coraliomargarita akajimensis	2	0	0	0	0	28	2	3	2	7
Coraliomargarita sp. J2-16	3	3	0	0	0	12	2	0	1	13
Puniceicoccus sp. CR14	8	7	1	0	9	87	657	8	17	40
Lacunisphaera limnophila	6	3	0	0	4	68	19	7	7	54
Nibricoccus aquaticus	8	4	0	0	3	35	286	3	17	44
Ereboglobus luteus	8	2	1	0	3	22	4	6	17	28
Horticoccus luteus	9	21	1	0	38	109	25	0	422	630
Opitutus terrae	3	5	0	0	2	89	15	10	10	46
Opitutus sp. GAS368	9	0	2	0	8	81	14	6	19	45
Fontisphaera persica	10	15	0	0	74	152	25	0	311	582
Akkermansia glycaniphila	0	0	0	0	4	41	0	5	11	28
Akkermansia massiliensis	3	0	0	0	2	19	2	0	2	3
Akkermansia sp. N21116	6	0	0	0	0	40	0	5	6	12
Akkermansia muciniphila	17	3	1	0	26	96	247	6	19	48
Sulfuriroseicoccus oceanibius	6	2	8	0	3	18	126	5	9	20
Roseimicrobium sp. ORNL1	9	4	0	0	7	162	4	12	18	72
Luteolibacter luteus	0	3	0	0	12	31	13	4	18	23
Luteolibacter ambystomatis	3	0	0	0	2	57	5	6	7	32
Luteolibacter sp. SL250	8	5	0	0	7	81	6	9	11	71
Verrucomicrobium spinosum	6	8	4	1	9	166	1071	12	61	71
Verrucomicrobium sp. GAS474	9	1	2	0	12	78	9	9	15	57
Candidatus Kuenenia stuttgartiensis	3	5	0	0	5	62	10	9	6	78
Humisphaera borealis	5	3	0	0	5	76	13	5	15	56
Sedimentisphaera salicampi	0	1	0	0	4	21	21	0	44	8
Sedimentisphaera cyanobacteriorum	1	1	1	0	0	30	2	2	3	11
Limihaloglobus sulfuriphilus	2	0	1	0	2	21	1	5	8	10
Anaerohalosphaera lusitana	4	1	0	0	7	21	6	1	12	32
Mucisphaera calidilacus	0	3	1	0	3	26	9	1	6	26
Poriferisphaera corsica	4	1	1	0	36	122	8	3	339	154
Phycisphaera mikurensis	14	7	2	0	17	193	7	29	36	141
Candidatus Uabimicrobium amorphum	272	3	0	0	13	108	19	8	27	46
Isosphaera pallida	3	3	1	0	3	32	2	3	9	29
Singulisphaera acidiphila	7	1	0	0	8	62	17	9	23	83
Paludisphaera borealis	13	8	11	0	16	85	25	6	27	140
Aquisphaera giovannonii	36	42	3	0	118	382	76	36	571	847
Tautonia plasticadhaerens	40	7	4	0	21	270	33	35	34	197
Telmatocola sphagniphila	1	2	0	0	2	17	0	2	1	20
Limnoglobus roseus	8	7	1	0	4	119	33	13	20	104
Tuwongella immobilis	12	0	1	0	5	52	7	6	12	30
Frigoriglobus tundricola	24	5	7	1	28	143	30	19	44	142
Urbifossiella limnaea	27	6	4	0	25	210	31	40	43	147
Gemmata massiliana	9	4	1	0	11	84	17	3	54	78
Gemmata sp. SH-PL17	15	3	4	1	11	47	12	3	2	52
Gemmata obscuriglobus	15	4	13	0	16	143	24	19	28	111
Thermogutta terrifontis	0	2	0	0	2	15	0	0	4	8
Adhaeretor mobilis	2	0	1	0	2	51	1	4	7	21
Aeoliella mucimassa	2	27	1	0	74	145	38	2	521	1025
Bythopirellula goksoeyrii	3	1	1	0	6	33	3	1	2	20
Lacipirellula parvula	4	11	0	0	34	83	133	5	438	420
Lacipirellula limnantheis	6	3	0	0	2	41	52	6	38	73
Pirellulimonas nuda	12	5	2	0	3	99	18	12	20	65
Botrimarina mediterranea	12	5	0	0	17	48	15	1	85	182
Mariniblastus fucicola	2	5	4	0	7	24	18	1	0	22
Rhodopirellula baltica	0	0	0	0	4	21	2	1	4	7
Rhodopirellula sp. P2	3	6	3	0	9	46	3	4	14	34
Blastopirellula sp. J2-11	3	0	0	0	2	15	4	1	1	16
Anatilimnocola aggregata	4	1	1	0	3	44	4	5	13	23
Rosistilla carotiformis	1	2	0	0	1	15	8	0	5	21
Rosistilla oblonga	2	1	0	0	5	15	2	0	5	19
Rosistilla ulvae	2	3	0	0	3	12	2	1	11	19
Rubripirellula lacrimiformis	5	0	0	0	5	11	9	1	8	12
Pirellula sp. SH-Sr6A	3	1	0	0	1	35	1	4	2	21
Pirellula staleyi	3	0	0	0	1	9	3	1	10	12
Aureliella helgolandensis	8	0	14	0	14	23	2	3	6	22
Bremerella volcania	3	4	0	0	27	57	17	2	87	150
Bremerella sp. P1	4	1	0	0	1	20	6	2	1	18
Roseimaritima multifibrata	0	0	0	0	3	24	3	6	6	17
Roseimaritima ulvae	9	0	0	0	7	45	3	0	13	22
Lignipirellula cremea	10	3	2	0	8	72	555	5	54	44
Stieleria neptunia	3	1	0	0	4	32	6	6	8	35
Stieleria maiorica	9	1	4	0	9	26	5	4	21	22
Polystyrenella longa	0	2	2	0	3	21	0	1	4	14
Stratiformator vulcanicus	1	2	0	0	2	10	5	1	6	18
Thalassoglobus polymorphus	1	1	0	0	3	77	2	4	5	28
Calycomorphotria hydatis	1	0	1	0	3	18	2	0	0	15
Caulifigura coniformis	2	2	1	0	9	82	11	9	13	73
Crateriforma conspicua	2	2	0	0	1	20	1	2	8	17
Rubinisphaera brasiliensis	3	1	0	0	1	30	2	0	13	20
Planctopirus ephydatiae	3	0	0	0	0	29	3	3	3	7
Planctopirus limnophila	3	2	2	0	2	14	7	3	9	10
Symmachiella dynata	8	4	0	0	6	26	268	5	16	36
Alienimonas californiensis	14	29	0	0	88	235	28	24	386	724
Maioricimonas rarisocia	16	4	0	0	0	58	9	9	5	48
Planctomyces sp. SH-PL62	15	10	4	0	16	118	21	16	33	197
Planctomyces sp. SH-PL14	16	1	1	0	6	127	11	11	13	65
Fuerstiella marisgermanici	32	2	21	0	18	62	6	2	4	39
Gimesia benthica	1	0	0	0	1	8	2	3	6	15
Gimesia panareensis	1	4	2	1	6	68	252	7	17	34
Gimesia algae	1	5	1	1	31	50	809	5	43	30
Gimesia fumaroli	2	0	1	0	2	33	3	3	3	12
Gimesia chilikensis	3	1	0	0	13	55	8	2	16	40
Gimesia maris	4	0	0	0	50	48	3	7	4	26
Gimesia aquarii	10	0	0	0	2	70	10	19	6	60
Gimesia alba	15	2	4	1	21	92	4	7	4	37
Criblamydia sequanensis	0	0	0	0	0	3	0	0	0	0
Waddlia chondrophila	8	1	0	0	5	15	0	3	4	12
Simkania negevensis	0	0	1	0	3	12	1	0	3	4
Candidatus Neptunochlamydia sp. REUL1	20	0	0	0	1	18	1	2	2	5
Candidatus Rhabdochlamydia oedothoracis	11	0	0	0	1	26	7	0	3	10
Candidatus Rhabdochlamydia porcellionis	15	1	0	0	1	14	0	0	2	6
Neochlamydia sp. S13	30	1	0	0	2	19	1	3	7	9
Parachlamydia acanthamoebae	46	0	1	0	44	24	3	5	10	29
Candidatus Protochlamydia naegleriophila	0	3	1	0	1	24	3	1	6	17
Candidatus Protochlamydia amoebophila	65	5	15	0	14	65	386	1	280	20
Candidatus Clavichlamydia salmonicola	14	0	0	0	0	0	0	0	0	2
Chlamydiifrater volucris	58	0	1	0	2	8	0	1	0	6
Chlamydiifrater phoenicopteri	72	2	0	0	1	9	2	1	3	6
Chlamydia poikilotherma	11	1	0	0	3	8	0	1	2	9
Chlamydia buteonis	13	0	0	0	0	5	2	1	0	2
Chlamydia crocodili	44	0	0	0	0	19	7	1	1	11
Chlamydia abortus	44	2	0	0	1	16	3	6	1	4
Chlamydia caviae	49	0	0	0	5	10	2	0	2	5
Chlamydia muridarum	61	0	0	0	0	3	1	0	2	3
Chlamydia pneumoniae	68	1	0	1	3	11	1	0	0	6
Chlamydia trachomatis	80	3	0	0	0	6	1	0	0	6
Chlamydia felis	81	0	0	0	0	9	0	0	4	2
Chlamydia pecorum	81	0	0	0	1	18	1	3	2	3
Chlamydia avium	109	5	0	0	1	18	4	0	2	10
Chlamydia suis	117	2	1	0	10	65	738	0	561	16
Chlamydia serpentis	119	1	0	0	2	24	2	3	3	3
Chlamydia gallinacea	131	4	3	0	2	17	1	3	6	7
Candidatus Chlamydia sanziniae	179	0	2	0	29	14	0	1	3	15
Chlamydia psittaci	871	3207	324	313	1839	6993	3342	666	4196	4943
Fibrobacter succinogenes	2	9	0	0	4	16	2	2	3	9
Candidatus Cloacimonas acidaminovorans	9	0	0	0	1	13	57	0	44	14
Gemmatirosa kalamazoonensis	16	11	1	0	36	158	29	14	238	413
Gemmatimonas phototrophica	6	2	0	0	2	43	8	6	7	23
Gemmatimonas groenlandica	11	75	0	0	351	420	60	8	1674	2474
Gemmatimonas aurantiaca	19	0	0	0	2	42	9	3	13	30
Cyclonatronum proteinivorum	2	1	0	0	1	37	0	4	0	15
Rhodothermus marinus	4	2	0	0	5	120	12	14	5	66
Rhodocaloribacter litoris	11	3	2	0	6	147	6	25	5	94
Salinibacter ruber	21	4	1	0	21	111	10	14	17	87
Melioribacter roseus	3	3	0	0	2	37	4	1	20	55
Ignavibacterium sp.	15	4	0	0	8	91	676	8	485	55
Ignavibacterium album	24	0	1	0	49	65	153	6	150	43
Chloroherpeton thalassium	8	4	4	0	6	29	9	0	6	18
Prosthecochloris sp. SCSIO W1102	0	0	0	0	0	4	0	0	0	0
Prosthecochloris sp. HL-130-GSB	0	0	0	0	0	15	0	1	2	11
Prosthecochloris sp. CIB 2401	0	0	2	0	0	7	1	0	4	3
Prosthecochloris aestuarii	0	2	0	0	1	21	1	0	1	8
Prosthecochloris sp. SCSIO W1103	1	0	0	0	1	9	0	0	4	5
Prosthecochloris sp. GSB1	1	27	1	0	64	143	18	2	488	649
Prosthecochloris sp. SCSIO W1101	4	0	0	0	3	11	9	0	2	10
Chlorobaculum sp. MV4-Y	0	1	0	0	0	5	0	0	7	2
Chlorobaculum tepidum	1	1	0	0	2	22	5	6	4	16
Chlorobaculum parvum	2	0	2	0	0	8	3	0	2	4
Chlorobaculum limnaeum	6	2	8	0	16	12	35	1	36	26
Pelodictyon phaeoclathratiforme	0	0	0	0	0	6	0	3	4	6
Pelodictyon luteolum	1	0	0	0	1	5	0	1	1	8
Chlorobium limicola	2	1	0	0	2	15	1	0	2	24
Chlorobium phaeovibrioides	5	1	0	0	0	10	0	3	1	2
Chlorobium phaeobacteroides	12	0	0	0	2	18	24	0	2	9
Candidatus Sulfidibacterium hydrothermale	14	8	5	0	5	25	3	4	2	18
Haliscomenobacter hydrossis	10	1	4	0	33	62	4	2	135	93
Saprospira sp. CCB-QB6	0	1	0	0	2	26	1	4	0	22
Saprospira grandis	4	2	0	0	4	22	4	1	6	20
Aureispira sp. CCB-E	21	17	1	1	20	137	12	14	12	256
Aureispira sp. EL160426	24	8	4	0	22	416	1057	18	903	148
Thermoflavifilum sp.	0	0	0	0	0	15	2	7	3	7
Longitalea sp. SCSIO 12813	1	1	0	0	4	44	2	1	4	52
Pseudocnuella soli	1	0	1	0	2	22	9	1	4	7
Lacibacter sediminis	3	10	0	0	2	92	47	5	7	79
Niabella soli	2	6	0	0	2	39	3	3	5	5
Niabella ginsenosidivorans	3	2	0	0	5	40	5	4	7	33
Flavisolibacter tropicus	2	1	0	1	3	39	7	1	4	18
Flavisolibacter ginsenosidimutans	3	11	1	3	3	1416	3808	1	5736	24
Filimonas lacunae	5	1	0	1	3	42	6	39	8	36
Pseudobacter ginsenosidimutans	5	2	3	0	5	36	3	2	3	35
Flavihumibacter rivuli	0	0	0	0	2	35	0	2	3	4
Flavihumibacter fluvii	6	2	0	0	3	24	7	3	4	11
Paraflavitalea soli	2	2	0	0	3	29	1	7	7	18
Paraflavitalea speifideiaquila	5	5	6	0	14	50	3	1	5	23
Niastella koreensis	7	5	3	0	30	78	15	63	18	48
Sediminibacterium sp. TEGAF015	8	3	1	0	8	35	342	2	221	27
Phnomibacter ginsenosidimutans	8	35	0	0	134	238	30	3	802	1125
Panacibacter ginsenosidivorans	15	2	0	0	8	44	16	13	4	55
Arachidicoccus ginsenosidivorans	4	5	1	1	7	50	7	4	16	31
Arachidicoccus terrestris	6	14	0	0	24	98	13	2	186	240
Arachidicoccus soli	14	14	0	0	43	113	224	11	288	284
Arachidicoccus sp. BS20	5	1	0	1	3	30	104	2	129	20
Arachidicoccus sp. B3-10	12	6	1	0	8	82	199	19	183	30
Chitinophaga alhagiae	0	0	1	0	1	31	11	1	7	27
Chitinophaga pinensis	1	1	0	0	8	75	1	7	11	47
Chitinophaga filiformis	3	3	0	0	2	54	2	6	6	32
Chitinophaga caeni	5	2	1	0	3	57	274	4	185	20
Chitinophaga sancti	5	5	0	0	7	134	15	24	22	63
Chitinophaga agri	7	0	0	0	4	36	13	0	4	18
Chitinophaga oryzae	9	3	4	1	4	32	46	22	8	41
Chitinophaga sp. XS-30	3	0	2	0	2	35	7	3	10	20
Chitinophaga sp. LS1	5	4	1	0	13	46	2	7	28	14
Chitinophaga sp. HK235	6	3	4	0	60	87	7	3	22	1159
Chitinophaga horti	16	0	8	0	10	78	11	0	117	55
Ferruginibacter lapsinanis	42	1	3	2	26	56	281	6	172	10
Ferruginibacter albus	71	17	7	2	85	789	7	61	11	256
Aurantibacillus circumpalustris	25	5	1	1	3	66	9	9	14	28
Anseongella ginsenosidimutans	3	0	1	0	3	21	0	2	4	17
Pseudopedobacter saltans	4	6	0	0	4	102	739	2	682	65
Solitalea lacus	3	1	0	0	3	52	7	8	7	19
Solitalea canadensis	5	2	0	0	9	63	200	5	142	34
Olivibacter sp. SDN3	10	1	0	0	3	52	4	7	6	39
Olivibacter sp. LS-1	12	0	3	0	10	44	5	0	10	17
Mucilaginibacter ginkgonis	1	0	0	0	1	27	1	2	18	59
Mucilaginibacter ginsenosidivorans	1	1	0	0	2	66	297	6	237	19
Mucilaginibacter robiniae	2	3	0	0	2	34	2	2	5	16
Mucilaginibacter xinganensis	2	6	0	0	3	61	247	3	17	26
Mucilaginibacter jinjuensis	2	1	3	0	11	41	30	5	19	28
Mucilaginibacter ginsenosidivorax	2	2	0	0	1	68	434	5	342	18
